Gene stable ID	Transcript length (including UTRs and CDS)
ENSG00000071859	1470
ENSG00000071889	3995
ENSG00000071894	4494
ENSG00000071909	5529
ENSG00000071967	4365
ENSG00000071991	6341
ENSG00000071994	3378
ENSG00000072041	4879
ENSG00000072042	4035
ENSG00000072062	3105
ENSG00000072071	7853
ENSG00000072080	1024
ENSG00000072110	4674
ENSG00000072121	9675
ENSG00000072133	8169
ENSG00000072134	4871
ENSG00000072135	3669
ENSG00000072163	4807
ENSG00000072182	3340
ENSG00000072195	10782
ENSG00000072201	3757
ENSG00000072210	3928
ENSG00000072274	5111
ENSG00000072310	4653
ENSG00000072315	5839
ENSG00000072364	9552
ENSG00000072401	2659
ENSG00000072415	5552
ENSG00000072422	4473
ENSG00000072501	9930
ENSG00000072506	960
ENSG00000072518	4728
ENSG00000072571	3102
ENSG00000072609	11133
ENSG00000072657	10733
ENSG00000072682	3349
ENSG00000072694	4680
ENSG00000072736	6328
ENSG00000072756	2276
ENSG00000072778	2352
ENSG00000072786	6060
ENSG00000072803	4539
ENSG00000072818	4898
ENSG00000072832	3146
ENSG00000072840	6431
ENSG00000072849	4209
ENSG00000072858	5080
ENSG00000072864	3936
ENSG00000072952	6155
ENSG00000072954	2649
ENSG00000072958	13193
ENSG00000073008	3325
ENSG00000073050	2802
ENSG00000073060	5527
ENSG00000073067	2361
ENSG00000073111	3622
ENSG00000073146	3960
ENSG00000073150	3051
ENSG00000073169	2315
ENSG00000073282	4909
ENSG00000073331	5633
ENSG00000073350	3527
ENSG00000073417	4664
ENSG00000073464	6750
ENSG00000073536	5286
ENSG00000073578	3001
ENSG00000073584	8466
ENSG00000073598	1388
ENSG00000073605	4655
ENSG00000073614	10763
ENSG00000073670	4571
ENSG00000073711	6795
ENSG00000073712	6001
ENSG00000073734	6934
ENSG00000073737	2863
ENSG00000073754	2191
ENSG00000073756	4514
ENSG00000073792	3688
ENSG00000073803	9876
ENSG00000073849	4893
ENSG00000073861	2572
ENSG00000073905	848
ENSG00000073910	13200
ENSG00000073921	3613
ENSG00000073969	3983
ENSG00000074047	6799
ENSG00000074054	8092
ENSG00000074071	1040
ENSG00000074181	8666
ENSG00000074201	2993
ENSG00000074211	4538
ENSG00000074219	2440
ENSG00000074266	2767
ENSG00000074276	4509
ENSG00000074317	1407
ENSG00000074319	2101
ENSG00000074356	12770
ENSG00000074370	4826
ENSG00000074410	6413
ENSG00000074416	4941
ENSG00000074527	3615
ENSG00000074582	2015
ENSG00000074590	6828
ENSG00000074603	8699
ENSG00000074621	5768
ENSG00000074657	6696
ENSG00000074660	3443
ENSG00000074695	5521
ENSG00000074696	3228
ENSG00000074706	6689
ENSG00000074755	11456
ENSG00000074771	2042
ENSG00000074800	2548
ENSG00000074803	8632
ENSG00000074842	1018
ENSG00000074855	4618
ENSG00000074935	3610
ENSG00000074964	4585
ENSG00000074966	2914
ENSG00000075035	4710
ENSG00000075043	9213
ENSG00000075073	2083
ENSG00000075089	2464
ENSG00000075131	1744
ENSG00000075142	2010
ENSG00000075151	6196
ENSG00000075188	2372
ENSG00000075213	8225
ENSG00000075218	3112
ENSG00000075223	5174
ENSG00000075234	2610
ENSG00000075239	2258
ENSG00000075240	4484
ENSG00000075275	11389
ENSG00000075290	2112
ENSG00000075292	6821
ENSG00000075303	4045
ENSG00000075336	3095
ENSG00000075340	9267
ENSG00000075388	3233
ENSG00000075391	14453
ENSG00000075399	2791
ENSG00000075407	8738
ENSG00000075413	3584
ENSG00000075415	6087
ENSG00000075420	7904
ENSG00000075426	6708
ENSG00000075429	1311
ENSG00000075461	3380
ENSG00000075539	11706
ENSG00000075568	7476
ENSG00000075618	2777
ENSG00000075624	2245
ENSG00000075643	6160
ENSG00000075651	5855
ENSG00000075673	4258
ENSG00000075702	5971
ENSG00000075711	5034
ENSG00000075785	2244
ENSG00000075790	5773
ENSG00000075826	5087
ENSG00000075856	4004
ENSG00000075884	2968
ENSG00000075886	1546
ENSG00000075891	4140
ENSG00000075914	1647
ENSG00000075945	4111
ENSG00000075975	2848
ENSG00000076003	3736
ENSG00000076043	1161
ENSG00000076053	6725
ENSG00000076067	8382
ENSG00000076108	8831
ENSG00000076201	5244
ENSG00000076242	2752
ENSG00000076248	2234
ENSG00000076258	2252
ENSG00000076321	3421
ENSG00000076344	4294
ENSG00000076351	6376
ENSG00000076356	11444
ENSG00000076382	4040
ENSG00000076513	4148
ENSG00000076554	4339
ENSG00000076555	9360
ENSG00000076604	2923
ENSG00000076641	10744
ENSG00000076650	3492
ENSG00000076662	2491
ENSG00000076685	3435
ENSG00000076706	4865
ENSG00000076716	4960
ENSG00000076770	11294
ENSG00000076826	4179
ENSG00000076864	4294
ENSG00000076924	4555
ENSG00000076928	3439
ENSG00000076944	1974
ENSG00000076984	3430
ENSG00000077009	1139
ENSG00000077044	6297
ENSG00000077063	5970
ENSG00000077080	1537
ENSG00000077092	3084
ENSG00000077097	5389
ENSG00000077147	6250
ENSG00000077150	3416
ENSG00000077152	1499
ENSG00000077157	15431
ENSG00000077232	20129
ENSG00000077235	7018
ENSG00000077238	3685
ENSG00000077254	4502
ENSG00000077264	8940
ENSG00000077274	3568
ENSG00000077279	9405
ENSG00000077312	1621
ENSG00000077327	2770
ENSG00000077348	1118
ENSG00000077380	2604
ENSG00000077420	2771
ENSG00000077454	4754
ENSG00000077458	3952
ENSG00000077463	1641
ENSG00000077498	2485
ENSG00000077514	3821
ENSG00000077522	5103
ENSG00000077549	2068
ENSG00000077585	2042
ENSG00000077616	3600
ENSG00000077684	5772
ENSG00000077713	2783
ENSG00000077721	2643
ENSG00000077782	6216
ENSG00000077800	3265
ENSG00000077935	4201
ENSG00000077942	2896
ENSG00000077943	6755
ENSG00000077984	930
ENSG00000078018	9711
ENSG00000078043	11075
ENSG00000078053	3418
ENSG00000078061	2504
ENSG00000078070	2874
ENSG00000078081	3375
ENSG00000078098	2780
ENSG00000078114	9216
ENSG00000078124	7378
ENSG00000078140	5245
ENSG00000078142	9443
ENSG00000078177	9747
ENSG00000078237	3633
ENSG00000078246	3076
ENSG00000078269	7378
ENSG00000078295	9908
ENSG00000078304	4481
ENSG00000078319	1228
ENSG00000078328	4775
ENSG00000078369	3145
ENSG00000078399	2060
ENSG00000078401	2033
ENSG00000078403	5126
ENSG00000078487	2356
ENSG00000078549	6575
ENSG00000078579	1688
ENSG00000078589	1714
ENSG00000078596	1698
ENSG00000078618	3895
ENSG00000078668	1355
ENSG00000078674	8287
ENSG00000078687	9740
ENSG00000078699	7803
ENSG00000078725	3202
ENSG00000078747	6401
ENSG00000078795	2333
ENSG00000078804	4184
ENSG00000078808	3516
ENSG00000078814	6293
ENSG00000078898	1898
ENSG00000078900	5188
ENSG00000078902	3666
ENSG00000078967	3974
ENSG00000079101	2449
ENSG00000079102	7687
ENSG00000079112	3693
ENSG00000079134	2791
ENSG00000079150	2834
ENSG00000079156	10513
ENSG00000079215	4170
ENSG00000079246	3761
ENSG00000079257	1116
ENSG00000079263	3246
ENSG00000079277	3408
ENSG00000079308	10680
ENSG00000079313	4591
ENSG00000079332	5981
ENSG00000079335	4258
ENSG00000079337	6061
ENSG00000079385	3519
ENSG00000079387	4967
ENSG00000079393	1778
ENSG00000079432	8218
ENSG00000079435	3813
ENSG00000079459	2660
ENSG00000079462	1098
ENSG00000079482	7879
ENSG00000079557	2059
ENSG00000079616	2505
ENSG00000079689	1447
ENSG00000079691	5431
ENSG00000079739	2657
ENSG00000079785	2817
ENSG00000079805	5651
ENSG00000079819	4457
ENSG00000079841	7055
ENSG00000079931	3059
ENSG00000079950	15791
ENSG00000079974	2498
ENSG00000079999	2955
ENSG00000080007	2513
ENSG00000080031	3877
ENSG00000080166	5064
ENSG00000080189	5740
ENSG00000080200	10729
ENSG00000080224	3971
ENSG00000080293	2275
ENSG00000080298	9307
ENSG00000080345	15003
ENSG00000080371	15546
ENSG00000080493	7640
ENSG00000080503	7061
ENSG00000080511	1715
ENSG00000080546	3509
ENSG00000080561	2876
ENSG00000080572	1926
ENSG00000080573	6174
ENSG00000080603	11754
ENSG00000080608	2321
ENSG00000080618	1715
ENSG00000080644	3202
ENSG00000080709	4104
ENSG00000080802	4642
ENSG00000080815	6078
ENSG00000080819	2821
ENSG00000080822	2818
ENSG00000080823	3809
ENSG00000080824	3510
ENSG00000080839	5684
ENSG00000080845	5056
ENSG00000080854	5050
ENSG00000080910	1325
ENSG00000080947	5368
ENSG00000080986	2172
ENSG00000081014	6758
ENSG00000081019	6621
ENSG00000081026	6508
ENSG00000081041	1218
ENSG00000081051	2484
ENSG00000081052	10018
ENSG00000081059	5340
ENSG00000081087	4467
ENSG00000081138	12231
ENSG00000081148	8337
ENSG00000081154	2342
ENSG00000081177	5107
ENSG00000081181	2045
ENSG00000081189	7561
ENSG00000081237	5390
ENSG00000081248	6166
ENSG00000081277	5447
ENSG00000081307	3902
ENSG00000081320	5287
ENSG00000081377	5589
ENSG00000081386	5616
ENSG00000081479	15808
ENSG00000081665	4140
ENSG00000081692	3749
ENSG00000081721	1270
ENSG00000081760	6646
ENSG00000081791	4970
ENSG00000081800	3815
ENSG00000081803	6066
ENSG00000081818	3825
ENSG00000081842	5374
ENSG00000081853	4605
ENSG00000081870	915
ENSG00000081913	6390
ENSG00000081923	6158
ENSG00000081985	4040
ENSG00000082014	2415
ENSG00000082068	5716
ENSG00000082074	4794
ENSG00000082126	2462
ENSG00000082146	2293
ENSG00000082153	6875
ENSG00000082175	13748
ENSG00000082196	2802
ENSG00000082212	9415
ENSG00000082213	3612
ENSG00000082258	6917
ENSG00000082269	6415
ENSG00000082293	6233
ENSG00000082397	6962
ENSG00000082438	9523
ENSG00000082458	6112
ENSG00000082482	3379
ENSG00000082497	5219
ENSG00000082512	4958
ENSG00000082515	3176
ENSG00000082516	5397
ENSG00000082556	5196
ENSG00000082641	4774
ENSG00000082684	4933
ENSG00000082701	7711
ENSG00000082781	4372
ENSG00000082805	9241
ENSG00000082898	6776
ENSG00000082929	873
ENSG00000082996	2866
ENSG00000083067	12258
ENSG00000083093	4003
ENSG00000083097	8210
ENSG00000083099	5353
ENSG00000083123	3692
ENSG00000083168	9254
ENSG00000083223	5724
ENSG00000083290	6010
ENSG00000083307	5239
ENSG00000083312	11183
ENSG00000083444	2940
ENSG00000083454	2309
ENSG00000083457	3858
ENSG00000083520	10604
ENSG00000083535	3154
ENSG00000083544	3388
ENSG00000083622	376
ENSG00000083635	3492
ENSG00000083642	7497
ENSG00000083720	3388
ENSG00000083750	2061
ENSG00000083782	1539
ENSG00000083799	8503
ENSG00000083807	5032
ENSG00000083812	5653
ENSG00000083814	2903
ENSG00000083817	2561
ENSG00000083828	2265
ENSG00000083838	3922
ENSG00000083844	12163
ENSG00000083845	1747
ENSG00000083857	14786
ENSG00000083896	6232
ENSG00000083937	2557
ENSG00000084070	2939
ENSG00000084072	4651
ENSG00000084073	3108
ENSG00000084090	3368
ENSG00000084092	3415
ENSG00000084093	7300
ENSG00000084110	3913
ENSG00000084112	13040
ENSG00000084207	1681
ENSG00000084234	3742
ENSG00000084444	4808
ENSG00000084453	7682
ENSG00000084463	4646
ENSG00000084623	1458
ENSG00000084628	2589
ENSG00000084636	5736
ENSG00000084652	5012
ENSG00000084674	14121
ENSG00000084676	7405
ENSG00000084693	3261
ENSG00000084710	7434
ENSG00000084731	5462
ENSG00000084733	3535
ENSG00000084734	2186
ENSG00000084754	3087
ENSG00000084764	1892
ENSG00000084774	7265
ENSG00000085063	7631
ENSG00000085117	2289
ENSG00000085185	7127
ENSG00000085224	11167
ENSG00000085231	1648
ENSG00000085265	4369
ENSG00000085274	4999
ENSG00000085276	5732
ENSG00000085365	4509
ENSG00000085377	2905
ENSG00000085382	5318
ENSG00000085415	5206
ENSG00000085433	4240
ENSG00000085449	4660
ENSG00000085465	2243
ENSG00000085491	4271
ENSG00000085511	5490
ENSG00000085514	1316
ENSG00000085552	4205
ENSG00000085563	4778
ENSG00000085644	5889
ENSG00000085662	1930
ENSG00000085719	4865
ENSG00000085721	3762
ENSG00000085733	3272
ENSG00000085741	1930
ENSG00000085760	2528
ENSG00000085788	4921
ENSG00000085831	6287
ENSG00000085832	5225
ENSG00000085840	3157
ENSG00000085871	1780
ENSG00000085872	4173
ENSG00000085978	4208
ENSG00000085982	5692
ENSG00000085998	3480
ENSG00000085999	3108
ENSG00000086015	5738
ENSG00000086061	2381
ENSG00000086062	4201
ENSG00000086065	1957
ENSG00000086102	4604
ENSG00000086159	5129
ENSG00000086189	2859
ENSG00000086200	4356
ENSG00000086205	2697
ENSG00000086232	4469
ENSG00000086288	2312
ENSG00000086289	2599
ENSG00000086300	2613
ENSG00000086475	3273
ENSG00000086504	2229
ENSG00000086506	536
ENSG00000086544	3385
ENSG00000086548	2700
ENSG00000086570	14534
ENSG00000086589	2342
ENSG00000086598	2560
ENSG00000086619	4567
ENSG00000086666	2594
ENSG00000086696	7925
ENSG00000086712	4401
ENSG00000086717	2890
ENSG00000086730	2527
ENSG00000086758	14796
ENSG00000086827	2992
ENSG00000086848	4485
ENSG00000086967	3593
ENSG00000086991	4184
ENSG00000087008	2860
ENSG00000087053	4681
ENSG00000087074	2378
ENSG00000087076	1238
ENSG00000087077	1942
ENSG00000087085	2956
ENSG00000087086	878
ENSG00000087087	2964
ENSG00000087088	1358
ENSG00000087095	4047
ENSG00000087111	3088
ENSG00000087116	6754
ENSG00000087128	2136
ENSG00000087152	3811
ENSG00000087157	3062
ENSG00000087191	2586
ENSG00000087206	2570
ENSG00000087237	1791
ENSG00000087245	3741
ENSG00000087250	1550
ENSG00000087253	5391
ENSG00000087258	5767
ENSG00000087263	4647
ENSG00000087266	9211
ENSG00000087269	3538
ENSG00000087274	5179
ENSG00000087299	6414
ENSG00000087301	4564
ENSG00000087302	7075
ENSG00000087303	4811
ENSG00000087338	4191
ENSG00000087365	3932
ENSG00000087448	6703
ENSG00000087460	4029
ENSG00000087470	4439
ENSG00000087494	1891
ENSG00000087495	2728
ENSG00000087502	5014
ENSG00000087510	2866
ENSG00000087586	2248
ENSG00000087589	2888
ENSG00000087842	1539
ENSG00000087884	726
ENSG00000087903	3993
ENSG00000087995	3150
ENSG00000088002	1447
ENSG00000088035	3371
ENSG00000088038	4537
ENSG00000088053	2268
ENSG00000088179	10300
ENSG00000088205	5674
ENSG00000088247	2993
ENSG00000088256	4147
ENSG00000088280	4050
ENSG00000088298	1919
ENSG00000088305	4336
ENSG00000088320	1665
ENSG00000088325	3605
ENSG00000088340	5998
ENSG00000088356	1998
ENSG00000088367	6665
ENSG00000088386	3106
ENSG00000088387	11831
ENSG00000088448	2495
ENSG00000088451	1905
ENSG00000088538	8755
ENSG00000088543	2655
ENSG00000088682	1827
ENSG00000088726	2308
ENSG00000088727	3357
ENSG00000088756	5492
ENSG00000088766	3958
ENSG00000088782	514
ENSG00000088808	5187
ENSG00000088812	8633
ENSG00000088826	2322
ENSG00000088827	6720
ENSG00000088832	1622
ENSG00000088833	3799
ENSG00000088836	3229
ENSG00000088854	6869
ENSG00000088876	3675
ENSG00000088881	2910
ENSG00000088882	2391
ENSG00000088888	11714
ENSG00000088899	5257
ENSG00000088926	2396
ENSG00000088930	3437
ENSG00000088970	3856
ENSG00000088986	1376
ENSG00000088992	1057
ENSG00000089006	3931
ENSG00000089009	2008
ENSG00000089012	1732
ENSG00000089022	11349
ENSG00000089041	5161
ENSG00000089048	3216
ENSG00000089050	3861
ENSG00000089053	6149
ENSG00000089057	6962
ENSG00000089060	3289
ENSG00000089063	1735
ENSG00000089091	3739
ENSG00000089094	6676
ENSG00000089101	4082
ENSG00000089116	2939
ENSG00000089123	2352
ENSG00000089127	2416
ENSG00000089154	8675
ENSG00000089157	2591
ENSG00000089159	5457
ENSG00000089163	1217
ENSG00000089169	5188
ENSG00000089177	5261
ENSG00000089195	3025
ENSG00000089199	2550
ENSG00000089220	1697
ENSG00000089225	3825
ENSG00000089234	4026
ENSG00000089248	1735
ENSG00000089250	12283
ENSG00000089280	5119
ENSG00000089289	1862
ENSG00000089327	1580
ENSG00000089335	3839
ENSG00000089351	2825
ENSG00000089356	1467
ENSG00000089472	6013
ENSG00000089486	3009
ENSG00000089505	1064
ENSG00000089558	3920
ENSG00000089597	3906
ENSG00000089639	3538
ENSG00000089682	3315
ENSG00000089685	2711
ENSG00000089692	2587
ENSG00000089693	1969
ENSG00000089723	3922
ENSG00000089737	5612
ENSG00000089775	10372
ENSG00000089818	5166
ENSG00000089820	3372
ENSG00000089847	4026
ENSG00000089876	3070
ENSG00000089902	5754
ENSG00000089916	14007
ENSG00000090006	5032
ENSG00000090013	1392
ENSG00000090020	4516
ENSG00000090054	2982
ENSG00000090060	4519
ENSG00000090061	5627
ENSG00000090097	2599
ENSG00000090104	2653
ENSG00000090238	1941
ENSG00000090263	4241
ENSG00000090266	1666
ENSG00000090273	1800
ENSG00000090316	5371
ENSG00000090339	3252
ENSG00000090372	3628
ENSG00000090376	8663
ENSG00000090382	1530
ENSG00000090402	6011
ENSG00000090432	2438
ENSG00000090447	6491
ENSG00000090470	2851
ENSG00000090487	2059
ENSG00000090512	1640
ENSG00000090520	4079
ENSG00000090530	3509
ENSG00000090534	2186
ENSG00000090539	4719
ENSG00000090554	1301
ENSG00000090565	4831
ENSG00000090581	2400
ENSG00000090612	13475
ENSG00000090615	9252
ENSG00000090621	3592
ENSG00000090659	4283
ENSG00000090661	2401
ENSG00000090674	2253
ENSG00000090686	4595
ENSG00000090776	3314
ENSG00000090857	9255
ENSG00000090861	3477
ENSG00000090863	8261
ENSG00000090889	4348
ENSG00000090905	8438
ENSG00000090924	8132
ENSG00000090932	2332
ENSG00000090971	1536
ENSG00000090975	6785
ENSG00000090989	3551
ENSG00000091009	6451
ENSG00000091010	2569
ENSG00000091039	7239
ENSG00000091073	2769
ENSG00000091106	3581
ENSG00000091127	3480
ENSG00000091128	5858
ENSG00000091129	6685
ENSG00000091136	5766
ENSG00000091137	4930
ENSG00000091138	2863
ENSG00000091140	3755
ENSG00000091157	14083
ENSG00000091164	6894
ENSG00000091181	5521
ENSG00000091262	5747
ENSG00000091317	3863
ENSG00000091409	5618
ENSG00000091428	4299
ENSG00000091436	7179
ENSG00000091482	938
ENSG00000091483	1797
ENSG00000091490	4520
ENSG00000091513	20602
ENSG00000091527	3621
ENSG00000091536	11867
ENSG00000091542	2748
ENSG00000091583	1176
ENSG00000091592	5444
ENSG00000091622	7086
ENSG00000091640	1668
ENSG00000091651	1833
ENSG00000091656	14019
ENSG00000091664	3949
ENSG00000091704	1931
ENSG00000091732	2164
ENSG00000091831	6466
ENSG00000091844	7773
ENSG00000091879	5416
ENSG00000091947	1830
ENSG00000091972	2129
ENSG00000091986	12430
ENSG00000092009	937
ENSG00000092010	1136
ENSG00000092020	1846
ENSG00000092036	1642
ENSG00000092051	4386
ENSG00000092054	6087
ENSG00000092067	1554
ENSG00000092068	4216
ENSG00000092094	3258
ENSG00000092096	2455
ENSG00000092098	3627
ENSG00000092108	2359
ENSG00000092140	5804
ENSG00000092148	9134
ENSG00000092199	4501
ENSG00000092200	3940
ENSG00000092201	4684
ENSG00000092203	4711
ENSG00000092208	1476
ENSG00000092295	2777
ENSG00000092330	2168
ENSG00000092345	3104
ENSG00000092377	2407
ENSG00000092421	6878
ENSG00000092439	10400
ENSG00000092445	8207
ENSG00000092470	3978
ENSG00000092529	3228
ENSG00000092531	2687
ENSG00000092607	4047
ENSG00000092621	3180
ENSG00000092758	2497
ENSG00000092820	3096
ENSG00000092841	1564
ENSG00000092847	13708
ENSG00000092850	1738
ENSG00000092853	4769
ENSG00000092871	7293
ENSG00000092929	4393
ENSG00000092931	3612
ENSG00000092964	4805
ENSG00000092969	5053
ENSG00000092978	5851
ENSG00000093000	5233
ENSG00000093009	2090
ENSG00000093010	2437
ENSG00000093072	4137
ENSG00000093100	4328
ENSG00000093134	1761
ENSG00000093144	2585
ENSG00000093167	3585
ENSG00000093183	5955
ENSG00000093217	3664
ENSG00000094631	5249
ENSG00000094661	5984
ENSG00000094755	3576
ENSG00000094796	1596
ENSG00000094804	4810
ENSG00000094841	2234
ENSG00000094880	3155
ENSG00000094914	2016
ENSG00000094916	11528
ENSG00000094963	3851
ENSG00000094975	5916
ENSG00000095002	7893
ENSG00000095015	7011
ENSG00000095059	1363
ENSG00000095066	2603
ENSG00000095110	2289
ENSG00000095139	4038
ENSG00000095203	5800
ENSG00000095209	3956
ENSG00000095261	3443
ENSG00000095303	5039
ENSG00000095319	5689
ENSG00000095321	2763
ENSG00000095370	3124
ENSG00000095380	3027
ENSG00000095383	3349
ENSG00000095397	3566
ENSG00000095464	3307
ENSG00000095485	2694
ENSG00000095539	4656
ENSG00000095564	7250
ENSG00000095574	4555
ENSG00000095585	1784
ENSG00000095587	6756
ENSG00000095596	2245
ENSG00000095627	4510
ENSG00000095637	7354
